paso,concurrencia_obj,desde,hasta,concurrencia_real,concurrencia_max,llegadas_min,completadas_min,cliente_cpu_p95,turnos,sin_respuesta,turnos_desfasados,turnos_solapados,espera_p50,espera_p95,espera_p99,frac_ok,frac_pesimo,frac_malo_o_peor,wer,cortes_por_resp,frac_resp_con_cortes,eou_p50,eou_p95,stt_p50,stt_p95,llm_p50,llm_p95,llm_total_p50,llm_total_p95,tts_p50,tts_p95,e2e_p50,e2e_p95,agregada_p50,agregada_p95,llamadas,frac_buenas,frac_fallas,saludo_p50,saludo_p95,mic_lag_p95,cpu_host_prom,cpu_host_p95,cpu_core_mas_cargado_p95,agente_cores_prom,agente_cores_max,cores_por_llamada,gpu0_uso,gpu0_seg95,gpu0_vram_max_mib,gpu0_temp_max,gpu0_throttle_termico,gpu0_wh,gpu1_uso,gpu1_seg95,gpu1_vram_max_mib,gpu1_temp_max,gpu1_throttle_termico,gpu1_wh,llm_cola_ms,llm_entre_tokens_ms,llm_en_vuelo_max,llm_kv_max,llm_preemptions,stt_cola_ms,stt_entre_tokens_ms,stt_en_vuelo_max,stt_kv_max,stt_preemptions,tts_cola_ms,tts_entre_tokens_ms,tts_en_vuelo_max,tts_kv_max,tts_preemptions,llm_ttft_ms,cpu_temp_max,cpu_mhz_prom,wh_gpu_por_llamada_min,cliente_sano,cumple_slo,cuello
e0_1,1,1790379336.3067,1790380302.0015745,1.0,1,0.62,0.62,1.2,56,0,0,0,1.607,1.994,2.172,0.25,0.0,0.054,0.118,1.125,0.661,0.401,1.001,0.38,0.396,0.134,0.172,0.424,1.254,0.044,0.051,0.895,1.182,0.0,0.0,10,0.9,0.0,0.913,1.405,0.0,4.7,13.2,39.2,0.11,0.54,0.118,5.8,0.049,22733.0,66.0,0.0,29.658,8.5,0.075,17789.0,67.0,0.0,30.58,0.0,11.9,1.0,0.016,0.0,0.1,,0.0,,,0.0,14.2,1.0,0.006,0.0,126.1,56.1,3756.0,3.9031,True,False,
