call_id,paso,concurrencia_obj,t_prog,t_inicio,t_conectado,saludo_s,t_fin,turnos_plan,turnos_cliente,turnos_server,turnos_sin_resp,status,ended_reason,error,mic_lag_max_s,workflow_status,outcome,wer,cortes
e6f77428-26b9-4af0-8b8e-2e899b4f5d59,e3_32,32,1790377552.742,1790377552.743,1790377552.935,1.323,1790377643.538,6,6,6,0,finalizada,customer_hangup,,0.0,active,,0.029,7
4c7a4678-85bc-417a-bdc3-65d0e0593633,e3_32,32,1790377585.109,1790377585.11,1790377585.304,1.564,1790377650.066,4,4,4,0,finalizada,customer_hangup,,0.0,active,,0.056,4
f4e5fa06-3423-4c21-92d4-a9e51f1ea5b0,e3_32,32,1790377573.913,1790377573.914,1790377574.111,1.228,1790377680.705,7,7,7,0,finalizada,customer_hangup,,0.0,completed,,0.026,10
f81fe2ad-0ae8-42eb-9e3d-ee1ed2623e1d,e3_32,32,1790377565.615,1790377565.615,1790377565.806,1.033,1790377682.541,8,8,8,0,finalizada,customer_hangup,,0.0,active,,0.065,7
08e9a698-21e9-4078-839d-a7d0ff40d783,e3_32,32,1790377593.182,1790377593.183,1790377593.371,1.108,1790377692.989,7,7,7,0,finalizada,customer_hangup,,0.0,completed,,0.02,6
6e55c960-36c8-4dc7-9821-406eb1ccd9df,e3_32,32,1790377596.803,1790377596.804,1790377597.0,1.249,1790377698.813,8,8,8,0,finalizada,customer_hangup,,0.0,completed,,0.103,6
15f6dfc6-f919-4bbc-ad0c-e2f77a52cc76,e3_32,32,1790377630.74,1790377630.74,1790377630.944,1.585,1790377712.578,4,4,4,0,finalizada,customer_hangup,,0.0,active,,0.091,6
9414fea1-129a-482e-9f48-4f5387a5d45d,e3_32,32,1790377624.284,1790377624.284,1790377624.526,4.002,1790377758.306,6,6,6,0,finalizada,customer_hangup,,0.0,active,,0.0,9
a97f9f55-9e99-4f7c-a886-41d9a4accf1a,e3_32,32,1790377639.815,1790377639.816,1790377640.006,1.613,1790377760.828,6,6,6,0,finalizada,customer_hangup,,0.0,active,,0.057,6
c8e7d9f2-1ebd-4810-bc1d-cf9580998adf,e3_32,32,1790377611.629,1790377611.63,1790377611.872,3.877,1790377787.203,8,8,7,0,finalizada,customer_hangup,,0.0,completed,,0.037,19
5e382318-19a4-4f81-a944-850d3f7b1ee3,e3_32,32,1790377541.0,1790377541.011,1790377541.22,0.932,1790377609.115,4,4,4,0,finalizada,customer_hangup,,0.0,active,,0.0,2
ffd9fa93-2674-484e-ad2f-70709d1fd0f8,e3_32,32,1790377554.425,1790377554.425,1790377554.617,0.985,1790377611.904,4,4,4,0,finalizada,customer_hangup,,0.0,completed,,0.136,5
6fc07f8f-0af6-4543-b571-98c82d269bbf,e3_32,32,1790377558.542,1790377558.543,1790377558.741,2.042,1790377621.455,4,4,4,0,finalizada,customer_hangup,,0.0,completed,,0.071,9
7dc08121-ddca-48a6-b715-5da047da5c66,e3_32,32,1790377566.506,1790377566.507,1790377566.697,0.986,1790377646.015,5,5,5,0,finalizada,customer_hangup,,0.0,completed,,0.0,3
28df4896-90bd-42a7-b3cb-fc56ea17e958,e3_32,32,1790377575.595,1790377575.595,1790377575.784,1.079,1790377669.26,6,6,6,0,finalizada,customer_hangup,,0.0,completed,,0.02,2
8b8e0284-72f1-4be6-a00a-06f7b4b22aa2,e3_32,32,1790377625.893,1790377625.893,1790377626.084,1.628,1790377696.669,5,5,5,0,finalizada,customer_hangup,,0.0,completed,,0.032,6
4b7866be-b402-4ec0-8264-46335c4b194a,e3_32,32,1790377586.147,1790377586.147,1790377586.334,1.538,1790377705.333,8,8,8,0,finalizada,customer_hangup,,0.0,active,,0.0,10
f00707dc-9c39-4841-9532-875714c1994c,e3_32,32,1790377599.626,1790377599.627,1790377599.813,1.07,1790377716.542,7,7,7,0,finalizada,customer_hangup,,0.0,active,,0.045,11
ef6f8cbe-5fa6-479e-830a-bbdd9da14707,e3_32,32,1790377595.299,1790377595.299,1790377595.536,0.996,1790377721.485,8,8,8,0,finalizada,customer_hangup,,0.0,completed,,0.0,7
89ff7837-7328-497f-9d25-1ba916c449bc,e3_32,32,1790377634.378,1790377634.378,1790377634.567,1.495,1790377727.017,6,6,6,0,finalizada,customer_hangup,,0.0,active,,0.1,7
cff63317-9f72-4f6d-a195-832e9a6640c2,e3_32,32,1790377614.318,1790377614.319,1790377614.508,1.655,1790377743.463,8,8,8,0,finalizada,customer_hangup,,0.0,active,,0.042,7
b9298d0c-d584-48d3-9c65-896e15608987,e3_32,32,1790377640.976,1790377640.976,1790377641.17,1.653,1790377773.811,8,8,8,0,finalizada,customer_hangup,,0.0,active,,0.019,6
ad7970a7-93a2-4e2e-a74e-642a92254ce9,e3_32,32,1790377561.287,1790377561.288,1790377561.52,0.925,1790377614.34,4,4,4,0,finalizada,customer_hangup,,0.0,active,,0.059,1
66c6f16e-12a0-46fb-ae89-e6c7ee111b53,e3_32,32,1790377544.238,1790377544.254,1790377544.464,0.94,1790377615.614,4,4,4,0,finalizada,customer_hangup,,0.0,active,,0.056,8
7f91e046-3e79-4bce-9496-5a09e592c2c9,e3_32,32,1790377556.404,1790377556.405,1790377556.6,1.095,1790377630.456,5,5,5,0,finalizada,customer_hangup,,0.0,completed,,0.12,6
a5a911d6-e249-4d7e-874d-b0d0a261c23d,e3_32,32,1790377566.762,1790377566.762,1790377566.95,1.115,1790377672.952,7,7,7,0,finalizada,customer_hangup,,0.0,completed,,0.023,4
9818209b-71bb-479b-9146-a4d50250b64b,e3_32,32,1790377578.203,1790377578.203,1790377578.451,3.334,1790377696.574,8,8,8,0,finalizada,customer_hangup,,0.0,active,,0.059,7
1177a683-a10e-4bc4-82ce-ef905978286c,e3_32,32,1790377591.196,1790377591.197,1790377591.388,1.387,1790377698.248,7,7,7,0,finalizada,customer_hangup,,0.0,active,,0.086,10
d9b0fed7-c47a-4322-b1d2-75a75790084d,e3_32,32,1790377596.393,1790377596.394,1790377596.583,1.102,1790377714.654,8,8,8,0,finalizada,customer_hangup,,0.0,active,,0.022,10
f4f9c541-3a44-4d84-a471-fd6ec8957a4e,e3_32,32,1790377614.368,1790377614.369,1790377614.557,1.638,1790377716.532,7,7,7,0,finalizada,customer_hangup,,0.0,active,,0.0,8
2c09972b-da8a-425b-8a86-fbe9586613d2,e3_32,32,1790377648.15,1790377648.151,1790377648.343,1.723,1790377726.248,4,4,4,0,finalizada,customer_hangup,,0.0,active,,0.125,7
ae86e9de-e862-4f2a-a080-bcdc99b371d5,e3_32,32,1790377602.758,1790377602.759,1790377602.949,1.416,1790377727.824,7,7,7,0,finalizada,customer_hangup,,0.0,active,,0.059,12
f188355e-4733-4a7c-8780-448a6ecf05bb,e3_32,32,1790377635.892,1790377635.893,1790377636.083,1.373,1790377739.931,5,5,5,0,finalizada,customer_hangup,,0.0,active,,0.0,7
99d58d7a-7aaa-4c38-88ec-f676233a79f6,e3_32,32,1790377626.205,1790377626.205,1790377626.408,1.687,1790377746.212,8,8,8,0,finalizada,customer_hangup,,0.0,active,,0.049,7
a3c44f29-541b-40dc-b365-33ec3b870314,e4_64,64,1790377669.74,1790377669.741,1790377669.943,2.164,1790377745.695,5,5,5,0,finalizada,customer_hangup,,0.0,active,,0.077,6
bd132d73-0552-46eb-9510-0bddce4b64c1,e4_64,64,1790377686.43,1790377686.431,1790377686.642,2.786,1790377784.091,4,4,4,0,finalizada,customer_hangup,,0.0,completed,,0.0,8
14d81873-14b4-4593-ba2a-b45053e7e6d7,e4_64,64,1790377713.272,1790377713.273,1790377713.491,5.236,1790377814.891,5,5,5,1,finalizada,customer_hangup,,0.0,completed,,0.032,9
9ea01fc1-7b57-488d-b6d8-d524e256eacc,e4_64,64,1790377707.941,1790377707.941,1790377708.16,5.558,1790377814.376,5,5,5,0,finalizada,customer_hangup,,0.0,active,,0.034,16
20f45ad6-cda4-4e9f-80aa-b7aa8a5ed5a1,e4_64,64,1790377652.698,1790377652.7,1790377652.914,1.723,1790377822.949,8,8,8,0,finalizada,customer_hangup,,0.0,active,,0.025,14
afb81141-3288-4466-9d32-3bac0fe98a31,e4_64,64,1790377661.506,1790377661.507,1790377661.697,1.99,1790377823.89,7,7,7,1,finalizada,customer_hangup,,0.0,active,,0.021,20
89acc66b-42fe-4e49-8d5d-0145a750b27c,e4_64,64,1790377725.396,1790377725.397,1790377725.653,4.705,1790377842.888,7,7,3,2,finalizada,customer_hangup,,0.0,active,,0.639,19
c42fe22e-d553-4804-9a2d-f1040d09a723,e4_64,64,1790377695.794,1790377695.794,1790377696.046,2.911,1790377844.479,7,7,6,2,finalizada,customer_hangup,,0.0,active,,0.095,30
0899c42f-0102-4511-852a-eb868c54022e,e4_64,64,1790377677.83,1790377677.831,1790377678.029,2.679,1790377856.733,7,7,6,0,finalizada,customer_hangup,,0.0,active,,0.14,33
